Year,Node,Coherence_G,Capacity_G,Stress_G,Abstraction_G,Coherence_K,Capacity_K,Stress_K,Abstraction_K,Society
1928,Craft,8,8,3,7,8,8.0,4,7,Finland
1928,Hands,7,7,4,5,7,7.0,4,6,Finland
1928,Archive,9,9,3,8,8,8.0,4,8,Finland
1928,Flow,8,8,4,7,8,9.0,3,7,Finland
1929,Helm,6,6,6,8,6,7.0,6,7,Finland
1929,Shield,8,8,4,7,7,7.0,5,6,Finland
1929,Lore,7,8,5,8,8,8.0,4,8,Finland
1929,Stewards,7,7,6,7,8,8.0,4,7,Finland
1929,Craft,7,7,5,7,8,8.0,4,7,Finland
1929,Hands,6,6,7,5,7,7.0,5,6,Finland
1929,Archive,9,9,3,8,8,8.0,4,8,Finland
1929,Flow,6,6,7,7,8,8.0,4,7,Finland
1930,Helm,5,6,8,8,6,6.0,7,6,Finland
1930,Shield,7,8,6,7,7,7.0,6,6,Finland
1930,Lore,6,8,7,8,7,8.0,5,8,Finland
1930,Stewards,7,7,7,7,7,8.0,5,7,Finland
1930,Craft,7,7,6,7,8,8.0,5,7,Finland
1930,Hands,5,5,9,5,6,7.0,6,6,Finland
1930,Archive,9,8,4,8,8,8.0,5,8,Finland
1930,Flow,5,5,8,7,7,8.0,5,7,Finland
1931,Helm,5,5,8,8,6,6.0,7,6,Finland
1931,Shield,7,8,6,7,7,7.0,6,6,Finland
1931,Lore,6,7,7,8,7,8.0,5,8,Finland
1931,Stewards,6,6,8,7,7,8.0,6,7,Finland
1931,Craft,7,6,7,7,7,8.0,6,7,Finland
1931,Hands,4,4,9,5,6,7.0,7,6,Finland
1931,Archive,9,8,4,8,7,8.0,6,8,Finland
1931,Flow,4,4,9,7,7,8.0,6,7,Finland
1932,Helm,6,7,9,8,7,7.0,5,7,Finland
1932,Shield,6,8,8,7,7,7.0,5,6,Finland
1932,Lore,7,7,6,8,8,8.0,4,8,Finland
1932,Stewards,6,6,8,7,8,8.0,4,7,Finland
1932,Craft,7,6,7,7,8,8.0,4,7,Finland
1932,Hands,5,5,8,5,7,7.0,4,6,Finland
1932,Archive,9,9,4,8,8,8.0,4,8,Finland
1932,Flow,5,5,8,7,8,9.0,3,7,Finland
1933,Helm,7,7,5,8,7,7.0,5,7,Finland
1933,Shield,8,8,4,7,7,7.0,5,6,Finland
1933,Lore,8,8,4,8,8,8.0,4,8,Finland
1933,Stewards,7,7,6,7,8,8.0,4,7,Finland
1933,Craft,7,7,5,7,8,8.0,4,7,Finland
1933,Hands,6,6,6,5,7,7.0,4,6,Finland
1933,Archive,9,9,3,8,8,8.0,4,8,Finland
1933,Flow,6,7,6,7,8,9.0,3,7,Finland
1934,Helm,8,8,4,8,7,7.0,5,7,Finland
1934,Shield,8,8,3,7,8,8.0,4,7,Finland
1934,Lore,8,8,3,8,8,8.0,4,8,Finland
1934,Stewards,8,8,4,7,8,8.0,4,7,Finland
1934,Craft,8,8,3,7,8,8.0,4,7,Finland
1934,Hands,7,7,5,6,7,7.0,4,6,Finland
1934,Archive,9,9,3,8,8,8.0,4,8,Finland
1934,Flow,7,8,4,7,8,9.0,3,7,Finland
1935,Helm,8,8,3,8,7,7.0,5,7,Finland
1935,Shield,8,8,3,7,8,8.0,4,7,Finland
1935,Lore,8,8,3,8,8,8.0,4,8,Finland
1935,Stewards,8,8,3,7,8,8.0,4,7,Finland
1935,Craft,8,8,3,7,8,8.0,4,7,Finland
1935,Hands,7,8,4,6,7,7.0,4,6,Finland
1935,Archive,9,9,3,8,8,8.0,4,8,Finland
1935,Flow,8,8,3,7,8,9.0,3,7,Finland
1936,Helm,8,8,3,8,7,7.0,5,7,Finland
1936,Shield,8,8,3,7,8,8.0,4,7,Finland
1936,Lore,8,8,3,8,8,8.0,4,8,Finland
1936,Stewards,8,8,3,7,8,8.0,4,7,Finland
1936,Craft,8,8,3,7,8,8.0,4,7,Finland
1936,Hands,8,8,3,6,7,7.0,4,6,Finland
1936,Archive,9,9,3,8,8,8.0,4,8,Finland
1936,Flow,8,8,3,7,8,9.0,3,7,Finland
1937,Helm,8,8,3,8,7,7.0,5,7,Finland
1937,Shield,7,7,3,7,8,8.0,4,7,Finland
1937,Lore,8,8,3,8,8,8.0,4,8,Finland
1937,Stewards,8,8,3,7,8,8.0,4,7,Finland
1937,Craft,8,8,3,7,8,8.0,4,7,Finland
1937,Hands,8,8,3,6,7,7.0,4,6,Finland
1937,Archive,9,9,3,8,8,8.0,4,8,Finland
1937,Flow,8,8,3,7,8,9.0,3,7,Finland
1938,Helm,8,8,3,8,7,7.0,5,7,Finland
1938,Shield,7,7,4,7,8,8.0,4,7,Finland
1938,Lore,8,8,3,8,8,8.0,4,8,Finland
1938,Stewards,8,8,3,7,8,8.0,4,7,Finland
1938,Craft,8,8,3,7,8,8.0,4,7,Finland
1938,Hands,8,8,3,6,7,7.0,4,6,Finland
1938,Archive,9,9,3,8,8,8.0,4,8,Finland
1938,Flow,8,8,3,7,8,9.0,3,7,Finland
1939,Helm,9,8,8,8,7,7.0,6,7,Finland
1939,Shield,9,7,9,8,8,8.0,6,7,Finland
1939,Lore,9,9,5,8,8,8.0,5,8,Finland
1939,Stewards,8,7,7,7,7,8.0,5,7,Finland
1939,Craft,8,7,6,7,8,8.0,5,7,Finland
1939,Hands,9,6,10,5,7,7.0,6,6,Finland
1939,Archive,9,9,5,8,8,8.0,5,8,Finland
1939,Flow,5,5,9,7,7,8.0,5,7,Finland
1940,Helm,8,7,9,8,6,6.0,9,7,Finland
1940,Shield,8,6,8,8,7,7.0,9,7,Finland
1940,Lore,8,8,7,8,8,8.0,7,8,Finland
1940,Stewards,7,6,9,7,6,7.0,8,7,Finland
1940,Craft,8,7,7,7,7,7.0,8,7,Finland
1940,Hands,8,5,10,5,6,6.0,9,6,Finland
1940,Archive,9,9,6,8,7,7.0,8,8,Finland
1940,Flow,4,4,10,7,6,7.0,8,7,Finland
1941,Helm,9,8,7,8,7,7.0,7,7,Finland
1941,Shield,9,9,8,8,8,8.0,7,7,Finland
1941,Lore,9,8,6,8,8,8.0,6,8,Finland
1941,Stewards,8,7,7,7,7,8.0,6,7,Finland
1941,Craft,9,8,6,7,8,8.0,6,7,Finland
1941,Hands,9,7,9,5,7,7.0,7,6,Finland
1941,Archive,9,9,5,8,8,8.0,6,8,Finland
1941,Flow,6,6,8,7,7,8.0,6,7,Finland
1942,Helm,8,7,8,8,7,7.0,7,7,Finland
1942,Helm,8,7,8,8,7,7.0,7,7,Finland
1942,Shield,8,8,8,8,8,8.0,7,7,Finland
1942,Shield,8,8,8,8,8,8.0,7,7,Finland
1942,Lore,8,8,7,8,8,8.0,6,8,Finland
1942,Lore,8,8,7,8,8,8.0,6,8,Finland
1942,Stewards,7,6,8,7,7,8.0,7,7,Finland
1942,Stewards,7,6,8,7,7,8.0,7,7,Finland
1942,Craft,8,7,7,7,8,8.0,7,7,Finland
1942,Craft,8,7,7,7,8,8.0,7,7,Finland
1942,Hands,7,6,10,5,7,7.0,7,6,Finland
1942,Hands,7,6,10,5,7,7.0,7,6,Finland
1942,Archive,9,9,6,8,8,8.0,6,8,Finland
1942,Archive,9,9,6,8,8,8.0,6,8,Finland
1942,Flow,5,5,9,7,7,8.0,7,7,Finland
1942,Flow,5,5,9,7,7,8.0,7,7,Finland
1943,Helm,7,7,8,8,7,7.0,7,7,Finland
1943,Shield,8,8,8,8,8,8.0,7,7,Finland
1943,Lore,8,7,8,8,8,8.0,6,8,Finland
1943,Stewards,7,6,8,7,7,8.0,7,7,Finland
1943,Craft,7,7,8,7,8,8.0,7,7,Finland
1943,Hands,7,6,10,5,7,7.0,7,6,Finland
1943,Archive,9,8,7,8,8,8.0,6,8,Finland
1943,Flow,5,5,10,7,7,8.0,7,7,Finland
1944,Helm,7,6,10,8,6,6.0,9,7,Finland
1944,Shield,8,7,10,7,7,7.0,9,7,Finland
1944,Lore,7,6,8,7,8,8.0,8,8,Finland
1944,Stewards,6,5,9,7,6,7.0,9,7,Finland
1944,Craft,7,7,8,8,7,7.0,9,7,Finland
1944,Hands,8,7,9,6,6,6.0,9,6,Finland
1944,Archive,9,8,8,9,7,7.0,8,8,Finland
1944,Flow,4,4,10,7,6,7.0,9,7,Finland
1945,Helm,6,5,9,8,5,5.0,10,6,Finland
1945,Shield,5,4,9,7,6,6.0,10,6,Finland
1945,Lore,6,5,8,7,7,7.0,9,8,Finland
1945,Stewards,6,5,9,7,5,6.0,10,7,Finland
1945,Craft,8,7,8,8,6,7.0,10,7,Finland
1945,Hands,7,6,9,6,5,5.0,10,5,Finland
1945,Archive,9,8,7,9,6,7.0,9,8,Finland
1945,Flow,3,3,10,7,5,6.0,10,6,Finland
1946,Helm,6,6,8,8,6,6.0,8,7,Finland
1946,Shield,5,5,8,7,7,7.0,8,7,Finland
1946,Lore,6,6,7,7,8,8.0,7,8,Finland
1946,Stewards,7,6,8,7,6,7.0,8,7,Finland
1946,Craft,8,8,7,8,7,8.0,8,7,Finland
1946,Hands,7,7,8,6,6,6.0,8,6,Finland
1946,Archive,9,9,6,9,7,8.0,7,8,Finland
1946,Flow,4,5,9,7,6,7.0,8,7,Finland
1947,Helm,7,6,7,8,6,7.0,7,7,Finland
1947,Shield,6,5,7,7,7,7.0,7,7,Finland
1947,Lore,7,6,6,8,8,8.0,6,8,Finland
1947,Stewards,7,7,7,7,7,8.0,7,7,Finland
1947,Craft,8,8,6,8,8,8.0,7,7,Finland
1947,Hands,7,7,7,6,6,7.0,7,6,Finland
1947,Archive,9,9,5,9,8,8.0,6,8,Finland
1947,Flow,5,6,8,7,7,8.0,7,7,Finland
1948,Helm,8,7,6,8,7,7.0,6,7,Finland
1948,Shield,7,6,6,7,7,8.0,6,7,Finland
1948,Lore,7,7,5,8,8,8.0,5,8,Finland
1948,Stewards,8,7,6,7,7,8.0,6,7,Finland
1948,Craft,8,8,5,8,8,9.0,6,8,Finland
1948,Hands,7,7,6,6,7,7.0,6,6,Finland
1948,Archive,9,9,4,9,8,8.0,5,8,Finland
1948,Flow,6,7,7,7,7,8.0,6,7,Finland
1949,Helm,8,7,5,8,7,7.0,6,7,Finland
1949,Shield,7,6,5,7,7,8.0,5,7,Finland
1949,Lore,8,7,5,8,8,8.0,5,8,Finland
1949,Stewards,8,8,5,7,8,8.0,5,7,Finland
1949,Craft,8,8,4,8,8,9.0,5,8,Finland
1949,Hands,8,7,6,6,7,7.0,5,6,Finland
1949,Archive,9,9,4,9,8,8.0,5,8,Finland
1949,Flow,7,7,6,7,8,8.0,5,7,Finland
1950,Helm,7,7,6,8,7,7.0,5,7,Finland
1950,Shield,7,7,5,7,8,8.0,5,7,Finland
1950,Lore,8,7,4,8,8,8.0,4,8,Finland
1950,Stewards,8,8,5,7,8,8.0,4,7,Finland
1950,Craft,8,8,4,8,8,9.0,4,8,Finland
1950,Hands,7,7,7,6,7,8.0,4,6,Finland
1950,Archive,9,9,4,9,8,8.0,4,8,Finland
1950,Flow,7,8,5,8,8,9.0,4,7,Finland
1951,Helm,8,8,5,8,7,8.0,5,7,Finland
1951,Shield,8,7,4,7,8,8.0,5,7,Finland
1951,Lore,8,8,4,8,8,8.0,4,8,Finland
1951,Stewards,8,8,4,8,8,9.0,4,7,Finland
1951,Craft,9,9,3,8,9,9.0,4,8,Finland
1951,Hands,8,8,5,7,7,8.0,4,6,Finland
1951,Archive,9,9,3,9,8,8.0,4,8,Finland
1951,Flow,8,8,4,8,8,9.0,4,7,Finland
1952,Helm,9,9,3,9,8,8.0,4,8,Finland
1952,Shield,8,8,3,8,8,8.0,4,7,Finland
1952,Lore,9,9,2,9,9,9.0,3,9,Finland
1952,Stewards,9,9,3,8,8,9.0,3,8,Finland
1952,Craft,9,9,3,9,9,9.0,3,8,Finland
1952,Hands,9,9,3,7,8,8.0,3,7,Finland
1952,Archive,9,9,2,9,9,9.0,3,9,Finland
1952,Flow,9,9,3,9,9,9.0,3,8,Finland
1953,Helm,8,8,4,9,8,8.0,4,8,Finland
1953,Shield,8,8,3,8,8,8.0,4,7,Finland
1953,Lore,9,8,3,9,8,8.0,4,8,Finland
1953,Stewards,8,8,4,8,8,9.0,4,7,Finland
1953,Craft,9,9,3,9,8,9.0,4,8,Finland
1953,Hands,8,8,4,7,7,8.0,4,6,Finland
1953,Archive,9,9,3,9,8,8.0,4,8,Finland
1953,Flow,8,8,4,9,8,9.0,4,7,Finland
1954,Helm,8,8,4,9,8,8.0,4,8,Finland
1954,Shield,8,8,3,8,8,8.0,4,7,Finland
1954,Lore,8,8,3,9,8,8.0,4,8,Finland
1954,Stewards,8,9,4,8,8,9.0,4,7,Finland
1954,Craft,9,9,3,9,8,9.0,4,8,Finland
1954,Hands,8,8,4,7,7,8.0,4,6,Finland
1954,Archive,9,9,3,9,8,8.0,4,8,Finland
1954,Flow,8,9,4,9,8,9.0,4,7,Finland
1966,Helm,8,8,3,9,8,8.0,4,8,Finland
1966,Shield,8,8,3,8,8,8.0,4,7,Finland
1966,Lore,9,9,3,9,9,9.0,3,9,Finland
1966,Stewards,9,9,3,9,9,9.0,3,8,Finland
1966,Craft,9,9,3,9,9,9.0,3,8,Finland
1966,Hands,8,8,4,7,8,8.0,3,7,Finland
1966,Archive,9,9,3,9,9,9.0,3,9,Finland
1966,Flow,9,9,3,9,9,9.0,3,8,Finland
1967,Helm,8,8,3,9,8,8.0,4,8,Finland
1967,Shield,8,8,3,8,8,8.0,4,7,Finland
1967,Lore,9,9,3,9,9,9.0,3,9,Finland
1967,Stewards,9,9,3,9,9,9.0,3,8,Finland
1967,Craft,9,9,3,9,9,9.0,3,8,Finland
1967,Hands,8,8,4,7,8,8.0,3,7,Finland
1967,Archive,9,9,3,9,9,9.0,3,9,Finland
1967,Flow,8,8,4,9,9,9.0,3,8,Finland
1968,Helm,8,8,4,9,8,8.0,4,8,Finland
1968,Shield,8,8,3,8,8,8.0,4,7,Finland
1968,Lore,8,8,5,9,9,9.0,3,9,Finland
1968,Stewards,9,9,3,9,9,9.0,3,8,Finland
1968,Craft,9,9,3,9,9,9.0,3,8,Finland
1968,Hands,8,8,4,7,8,8.0,3,7,Finland
1968,Archive,9,9,3,9,9,9.0,3,9,Finland
1968,Flow,8,8,4,9,9,9.0,3,8,Finland
1969,Helm,9,8,3,9,8,8.0,4,8,Finland
1969,Shield,8,8,3,8,8,8.0,4,7,Finland
1969,Lore,8,8,4,9,9,9.0,3,9,Finland
1969,Stewards,9,9,3,9,9,9.0,3,8,Finland
1969,Craft,9,9,3,9,9,9.0,3,8,Finland
1969,Hands,8,8,4,7,8,8.0,3,7,Finland
1969,Archive,9,9,3,9,9,9.0,3,9,Finland
1969,Flow,9,9,3,9,9,9.0,3,8,Finland
1970,Helm,8,8,4,9,8,8.0,4,8,Finland
1970,Shield,8,8,3,8,8,8.0,4,7,Finland
1970,Lore,8,8,4,9,9,9.0,3,9,Finland
1970,Stewards,9,9,3,9,9,9.0,3,8,Finland
1970,Craft,9,9,3,9,9,9.0,3,8,Finland
1970,Hands,8,8,4,7,8,8.0,3,7,Finland
1970,Archive,9,9,3,9,9,9.0,3,9,Finland
1970,Flow,9,9,3,9,9,9.0,3,8,Finland
1971,Helm,7,7,5,9,8,8.0,4,8,Finland
1971,Shield,8,8,3,8,8,8.0,4,7,Finland
1971,Lore,8,8,4,9,9,9.0,3,9,Finland
1971,Stewards,8,8,4,9,9,9.0,3,8,Finland
1971,Craft,9,9,3,9,9,9.0,3,8,Finland
1971,Hands,7,7,6,7,8,8.0,3,7,Finland
1971,Archive,9,9,3,9,9,9.0,3,9,Finland
1971,Flow,8,8,4,9,9,9.0,3,8,Finland
1972,Helm,8,8,4,9,8,8.0,4,8,Finland
1972,Shield,8,8,3,8,8,8.0,4,7,Finland
1972,Lore,8,8,3,9,9,9.0,3,9,Finland
1972,Stewards,9,9,3,9,9,9.0,3,8,Finland
1972,Craft,9,9,3,9,9,9.0,3,8,Finland
1972,Hands,8,8,4,7,8,8.0,3,7,Finland
1972,Archive,9,9,3,9,9,9.0,3,9,Finland
1972,Flow,9,9,3,9,9,9.0,3,8,Finland
1973,Helm,8,8,4,9,8,8.0,5,8,Finland
1973,Shield,8,8,3,8,8,8.0,5,7,Finland
1973,Lore,8,8,3,9,9,9.0,4,9,Finland
1973,Stewards,8,7,6,9,8,9.0,5,8,Finland
1973,Craft,9,9,3,9,9,9.0,5,8,Finland
1973,Hands,8,8,5,7,8,8.0,5,7,Finland
1973,Archive,9,9,3,9,9,9.0,4,9,Finland
1973,Flow,7,6,8,9,8,9.0,5,8,Finland
1974,Helm,7,7,6,9,8,8.0,5,8,Finland
1974,Shield,8,8,3,8,8,8.0,5,7,Finland
1974,Lore,8,8,4,9,9,9.0,4,9,Finland
1974,Stewards,7,6,7,9,8,9.0,5,8,Finland
1974,Craft,8,8,4,9,9,9.0,5,8,Finland
1974,Hands,7,7,6,7,8,8.0,5,7,Finland
1974,Archive,9,9,4,9,9,9.0,4,9,Finland
1974,Flow,6,6,8,9,8,9.0,5,8,Finland
1975,Helm,9,9,3,9,8,8.0,5,8,Finland
1975,Shield,8,8,3,8,8,8.0,4,7,Finland
1975,Lore,9,9,3,9,9,9.0,3,9,Finland
1975,Stewards,8,8,4,9,9,9.0,4,8,Finland
1975,Craft,9,9,3,9,9,9.0,4,8,Finland
1975,Hands,8,8,4,7,8,8.0,4,7,Finland
1975,Archive,9,9,3,9,9,9.0,3,9,Finland
1975,Flow,7,7,5,9,9,9.0,4,8,Finland
1976,Helm,8,8,4,9,8,8.0,5,8,Finland
1976,Shield,8,8,3,8,8,8.0,4,7,Finland
1976,Lore,8,8,4,9,9,9.0,3,9,Finland
1976,Stewards,8,8,4,9,9,9.0,4,8,Finland
1976,Craft,9,9,3,9,9,9.0,4,8,Finland
1976,Hands,8,8,4,7,8,8.0,4,7,Finland
1976,Archive,9,9,3,9,9,9.0,3,9,Finland
1976,Flow,8,8,4,9,9,9.0,4,8,Finland
1977,Archive,8,7,3,7,9,9.0,3,9,Finland
1977,Craft,7,7,4,7,9,9.0,4,8,Finland
1977,Flow,7,6,4,7,8,9.0,5,8,Finland
1977,Hands,7,7,4,5,8,8.0,4,7,Finland
1977,Helm,7,7,4,7,8,8.0,5,8,Finland
1977,Lore,8,7,3,8,9,9.0,3,9,Finland
1977,Shield,8,6,3,6,8,8.0,4,7,Finland
1977,Stewards,7,6,4,6,9,9.0,4,8,Finland
1978,Archive,8,7,3,7,9,9.0,3,9,Finland
1978,Craft,7,7,4,7,9,9.0,4,8,Finland
1978,Flow,7,6,4,7,8,9.0,5,8,Finland
1978,Hands,7,7,4,5,8,8.0,4,7,Finland
1978,Helm,7,7,4,7,8,8.0,5,8,Finland
1978,Lore,8,7,3,8,9,9.0,3,9,Finland
1978,Shield,8,6,3,6,8,8.0,4,7,Finland
1978,Stewards,7,6,4,6,9,9.0,4,8,Finland
1979,Archive,8,7,3,7,9,9.0,4,9,Finland
1979,Craft,7,7,3,7,9,9.0,5,8,Finland
1979,Flow,7,7,3,7,8,9.0,5,8,Finland
1979,Hands,7,7,3,5,8,8.0,5,7,Finland
1979,Helm,7,7,3,7,8,8.0,5,8,Finland
1979,Lore,8,7,3,8,9,9.0,4,9,Finland
1979,Shield,8,6,3,6,8,8.0,5,7,Finland
1979,Stewards,7,7,3,6,8,9.0,5,8,Finland
1980,Archive,8,7,3,7,9,9.0,4,9,Finland
1980,Craft,7,7,3,7,9,9.0,5,8,Finland
1980,Flow,7,7,3,7,8,9.0,5,8,Finland
1980,Hands,7,7,3,6,8,8.0,5,7,Finland
1980,Helm,7,7,4,7,8,8.0,5,8,Finland
1980,Lore,8,8,3,8,9,9.0,4,9,Finland
1980,Shield,8,6,3,6,8,8.0,5,7,Finland
1980,Stewards,7,7,3,6,8,9.0,5,8,Finland
1981,Archive,8,8,3,8,9,9.0,4,9,Finland
1981,Craft,7,7,3,7,9,9.0,5,8,Finland
1981,Flow,7,7,3,8,8,9.0,5,8,Finland
1981,Hands,7,7,3,6,8,8.0,5,7,Finland
1981,Helm,6,7,5,7,8,8.0,5,8,Finland
1981,Lore,8,8,3,8,9,9.0,4,9,Finland
1981,Shield,8,6,3,6,8,8.0,5,7,Finland
1981,Stewards,7,7,4,6,8,9.0,5,8,Finland
1982,Archive,8,8,3,8,9,9.0,4,9,Finland
1982,Craft,7,7,3,8,9,9.0,5,8,Finland
1982,Flow,7,7,3,8,8,9.0,5,8,Finland
1982,Hands,7,7,3,6,8,8.0,5,7,Finland
1982,Helm,7,7,3,7,8,8.0,5,8,Finland
1982,Lore,8,8,3,8,9,9.0,4,9,Finland
1982,Shield,8,7,3,7,8,8.0,5,7,Finland
1982,Stewards,7,7,3,7,8,9.0,5,8,Finland
1983,Archive,8,8,3,8,9,9.0,3,9,Finland
1983,Craft,8,8,3,8,9,9.0,4,8,Finland
1983,Flow,8,7,3,8,9,9.0,4,8,Finland
1983,Hands,7,7,3,6,8,8.0,4,7,Finland
1983,Helm,8,7,3,7,8,8.0,4,8,Finland
1983,Lore,8,8,3,9,9,9.0,3,9,Finland
1983,Shield,8,7,3,7,8,8.0,4,7,Finland
1983,Stewards,7,7,3,7,9,9.0,4,8,Finland
1984,Archive,8,8,3,8,9,9.0,3,9,Finland
1984,Craft,8,8,3,8,9,9.0,3,8,Finland
1984,Flow,8,8,3,8,9,9.0,3,8,Finland
1984,Hands,7,7,3,6,8,8.0,3,7,Finland
1984,Helm,8,8,3,7,8,8.0,4,8,Finland
1984,Lore,8,8,3,9,9,9.0,3,9,Finland
1984,Shield,8,7,3,7,8,8.0,4,7,Finland
1984,Stewards,7,7,3,7,9,9.0,3,8,Finland
1985,Archive,8,8,3,8,9,9.0,3,9,Finland
1985,Craft,8,8,3,8,9,9.0,3,8,Finland
1985,Flow,8,8,3,9,9,9.0,3,8,Finland
1985,Hands,7,7,3,6,8,8.0,3,7,Finland
1985,Helm,8,8,3,8,8,8.0,4,8,Finland
1985,Lore,9,8,3,9,9,9.0,3,9,Finland
1985,Shield,8,7,3,7,8,8.0,4,7,Finland
1985,Stewards,8,8,3,7,9,9.0,3,8,Finland
1986,Archive,8,8,2,8,9,9.0,3,9,Finland
1986,Craft,8,8,3,8,9,9.0,3,8,Finland
1986,Flow,8,8,3,8,9,9.0,3,8,Finland
1986,Hands,7,7,3,6,8,8.0,3,7,Finland
1986,Helm,8,8,3,8,8,8.0,4,8,Finland
1986,Lore,9,8,2,9,9,9.0,3,9,Finland
1986,Shield,8,7,3,7,8,8.0,4,7,Finland
1986,Stewards,7,8,4,7,9,9.0,3,8,Finland
1987,Archive,8,8,2,8,9,9.0,3,9,Finland
1987,Craft,8,8,3,8,9,9.0,3,8,Finland
1987,Flow,8,8,4,8,9,9.0,3,8,Finland
1987,Hands,7,7,3,6,8,8.0,3,7,Finland
1987,Helm,7,8,3,7,8,8.0,4,8,Finland
1987,Lore,9,8,2,9,9,9.0,3,9,Finland
1987,Shield,8,7,3,7,8,8.0,4,7,Finland
1987,Stewards,6,8,5,7,9,9.0,3,8,Finland
1988,Archive,8,8,2,8,9,9.0,3,9,Finland
1988,Craft,8,8,3,8,9,9.0,3,8,Finland
1988,Flow,7,8,5,8,9,9.0,3,8,Finland
1988,Hands,7,7,3,6,8,8.0,3,7,Finland
1988,Helm,7,8,3,7,8,8.0,4,8,Finland
1988,Lore,9,8,2,9,9,9.0,3,9,Finland
1988,Shield,8,7,3,7,8,8.0,4,7,Finland
1988,Stewards,5,8,6,7,9,9.0,3,8,Finland
1989,Archive,8,8,2,8,9,9.0,3,9,Finland
1989,Craft,8,8,4,8,9,9.0,3,8,Finland
1989,Flow,7,8,6,8,9,9.0,3,8,Finland
1989,Hands,7,7,3,6,8,8.0,3,7,Finland
1989,Helm,7,7,4,7,8,8.0,4,8,Finland
1989,Lore,9,8,2,9,9,9.0,3,9,Finland
1989,Shield,8,7,3,7,8,8.0,4,7,Finland
1989,Stewards,4,7,8,7,9,9.0,3,8,Finland
1990,Archive,8,8,2,8,9,9.0,4,9,Finland
1990,Craft,7,7,5,8,8,8.0,6,8,Finland
1990,Flow,6,6,8,8,8,8.0,6,8,Finland
1990,Hands,6,6,5,6,7,7.0,6,7,Finland
1990,Helm,7,6,6,7,7,7.0,6,8,Finland
1990,Lore,9,8,3,9,9,9.0,4,9,Finland
1990,Shield,8,7,3,7,8,8.0,5,7,Finland
1990,Stewards,4,5,9,7,8,8.0,6,8,Finland
1991,Archive,8,8,2,8,8,8.0,8,9,Finland
1991,Craft,6,5,8,8,6,6.0,10,7,Finland
1991,Flow,5,4,9,8,6,6.0,10,7,Finland
1991,Hands,5,4,9,6,5,5.0,10,6,Finland
1991,Helm,6,5,8,7,6,6.0,9,7,Finland
1991,Lore,8,7,4,9,8,8.0,8,9,Finland
1991,Shield,8,7,3,7,7,7.0,9,7,Finland
1991,Stewards,3,3,10,7,6,6.0,10,7,Finland
1992,Archive,8,8,3,8,7,7.0,9,8,Finland
1992,Craft,6,5,8,8,5,6.0,10,7,Finland
1992,Flow,5,4,9,8,5,5.0,10,7,Finland
1992,Hands,4,4,10,6,4,5.0,10,5,Finland
1992,Helm,6,5,8,7,5,5.0,10,7,Finland
1992,Lore,8,7,4,9,7,7.0,9,8,Finland
1992,Shield,8,7,3,7,6,6.0,10,7,Finland
1992,Stewards,3,3,10,7,5,5.0,10,7,Finland
1993,Archive,8,8,3,8,7,7.0,9,8,Finland
1993,Craft,6,6,7,8,5,6.0,10,7,Finland
1993,Flow,6,5,8,8,5,5.0,10,7,Finland
1993,Hands,4,5,9,6,4,4.0,10,5,Finland
1993,Helm,7,6,7,7,5,5.0,10,7,Finland
1993,Lore,8,8,4,9,7,7.0,9,8,Finland
1993,Shield,8,7,3,8,6,6.0,10,7,Finland
1993,Stewards,4,4,9,8,5,5.0,10,7,Finland
1994,Archive,8,8,3,8,8,8.0,7,9,Finland
1994,Craft,7,7,5,9,6,7.0,8,8,Finland
1994,Flow,7,7,6,9,6,7.0,8,8,Finland
1994,Hands,5,5,8,6,5,6.0,9,6,Finland
1994,Helm,7,7,5,8,6,6.0,8,7,Finland
1994,Lore,9,8,3,10,8,8.0,7,9,Finland
1994,Shield,8,8,3,8,7,7.0,8,7,Finland
1994,Stewards,5,6,7,8,6,7.0,8,8,Finland
1995,Archive,8,8,3,8,8,8.0,5,9,Finland
1995,Craft,8,8,4,9,7,8.0,6,8,Finland
1995,Flow,8,8,4,9,7,8.0,6,8,Finland
1995,Hands,6,6,6,6,6,7.0,7,7,Finland
1995,Helm,8,8,4,8,7,7.0,6,8,Finland
1995,Lore,9,9,3,10,8,8.0,5,9,Finland
1995,Shield,8,8,3,8,7,8.0,6,7,Finland
1995,Stewards,6,7,5,8,7,8.0,6,8,Finland
1996,Archive,8,8,3,8,9,9.0,4,9,Finland
1996,Craft,8,9,3,9,8,9.0,4,8,Finland
1996,Flow,8,9,3,10,8,9.0,4,8,Finland
1996,Hands,7,7,5,6,7,8.0,5,7,Finland
1996,Helm,8,8,3,8,7,8.0,5,8,Finland
1996,Lore,9,9,3,10,9,9.0,4,9,Finland
1996,Shield,8,8,3,8,8,8.0,5,7,Finland
1996,Stewards,7,8,4,8,8,9.0,4,8,Finland
1997,Archive,8,8,2,9,9,9.0,3,9,Finland
1997,Craft,8,9,3,9,9,9.0,3,8,Finland
1997,Flow,8,9,3,10,9,9.0,3,8,Finland
1997,Hands,7,8,4,6,8,8.0,4,7,Finland
1997,Helm,8,8,3,8,8,8.0,4,8,Finland
1997,Lore,9,9,2,10,9,9.0,3,9,Finland
1997,Shield,8,8,3,8,8,8.0,4,7,Finland
1997,Stewards,8,8,3,8,9,9.0,3,8,Finland
1998,Archive,8,9,2,9,9,9.0,3,9,Finland
1998,Craft,9,9,3,10,9,9.0,3,8,Finland
